Date,ABCB.N,ACNB.OQ,AROW.OQ,ASB.N,ATLO.OQ,AUBN.OQ,BAC.N,BANC.N,BANF.OQ,BANR.OQ,BCBP.OQ,BFIN.OQ,BHB.A,BHLB.N,BKU.N,BMRC.OQ,BOH.N,BOKF.OQ,BRKL.OQ,BSRR.OQ,BUSE.OQ,BWFG.OQ,CAC.OQ,CADE.N,CATY.OQ,CBAN.N,CBFV.OQ,CBSH.OQ,CBU.N,CCBG.OQ,CCNE.OQ,CFFI.OQ,CFG.N,CFR.N,CHCO.OQ,CHMG.OQ,CIVB.OQ,CMA.N,CNOB.OQ,COLB.OQ,CPF.N,CTBI.OQ,CUBI.N,CVBF.OQ,CZNC.OQ,DCOM.OQ,DFS.N^E25,EBMT.OQ,EBTC.OQ^G25,EFSC.OQ,EGBN.OQ,EVBN.K^E25,EWBC.OQ,FBIZ.OQ,FBNC.OQ,FCAP.OQ,FCBC.OQ,FCCO.OQ,FCF.N,FCNCA.OQ,FFBC.OQ,FFIC.OQ,FFIN.OQ,FGBI.OQ,FHN.N,FISI.OQ,FITB.OQ,FLG.N,FLIC.O^F25,FMBH.O,FMNB.OQ,FNB.N,FNLC.OQ,FNWB.OQ,FRBA.OQ,FRBKQ.PK,FRCB.PK,FRME.OQ,FRST.OQ,FSBW.OQ,FULT.OQ,FUNC.OQ,GABC.OQ,GBCI.N,GSBC.OQ,HAFC.OQ,HBAN.OQ,HBCP.OQ,HBNC.OQ,HFWA.OQ,HIFS.OQ,HMST.OQ,HOMB.N,HOPE.OQ,HTBK.OQ,HTH.N,HWBK.OQ,HWC.OQ,IBCP.OQ,IBOC.OQ,INBK.OQ,INDB.OQ,ISTR.OQ,JPM.N,KEY.N,LARK.OQ,LCNB.OQ,LKFN.OQ,MBWM.OQ,MFIN.OQ,MOFG.OQ,MPB.OQ,MTB.N,NBHC.N,NBTB.OQ,NFBK.OQ,NKSH.OQ,NRIM.OQ,NWBI.OQ,NWFL.OQ,OCFC.OQ,ONB.OQ,OPOF.OQ,ORRF.OQ,OSBC.OQ,OVBC.OQ,OVLY.OQ,OZK.OQ,PB.N,PEBK.OQ,PEBO.OQ,PFBC.OQ,PFIS.OQ,PFS.N,PGC.OQ,PKBK.OQ,PLBC.OQ,PNC.N,PNFP.OQ,PPBI.OQ,PRK.A,PVBC.OQ,PWOD.OQ,QCRH.OQ,RBCAA.OQ,RF.N,SBCF.OQ,SBFG.OQ,SBNY.PK,SBSI.N,SFNC.OQ,SFST.OQ,SHBI.O,SNV.N,SRCE.OQ,STBA.OQ,SYBT.OQ,TBBK.OQ,TCBI.OQ,TCBK.OQ,TFC.N,TFIN.OQ,THFF.OQ,TMP.A,TOWN.OQ,TRMK.OQ,TRST.OQ,UBFO.OQ,UBSI.OQ,UCB.N,UMBF.OQ,UNB.OQ,UNTY.OQ,USB.N,UVSP.OQ,VBTX.OQ,VLY.OQ,WABC.OQ,WAL.N,WASH.OQ,WBS.N,WFC.N,WNEB.OQ,WSBC.OQ,WSBF.OQ,WSFS.OQ,WTBA.OQ,WTFC.OQ,ZION.OQ
2/28/17,48.3,28.9797,28.376937,25.75,31.920472,32.66,24.68,19.45,47.675,55.63672,14.7,14.87,28.406681,35.35,39.63,34.25,84.46,82.46,15.85,28.64,30.92,32.85,42.46,31,39.28,13.7,25.9,39.947075,59.41,20.43,24.03,47.5,37.37,92.47,65.5,36.25,21.93,71.28,25.1,39.227513,31.58,45.9,34.33,23.75,23.377927,35.65,71.14,19.7,33.14,43.95,62.25,39.45,54.12,25.22,30.05,32.65,25.330444,20.25,13.93,356.29,27.75,27.94,22,18.700231,19.94,34.2,27.44,45.84,27.5,32.813144,13.8,15.57,27.11,15.44,13.55,8,93.83,40.12,17,18.676078,18.79153,14.65,31.633349,36.009449,48.530208,33.4,14.14,36,17.293342,24.759151,184.833173,27.3,28.14,21.4,14.2,28.38,14.894339,47.45,21.4,38.05,30.75,65,20.15,90.62,18.77,20.061527,21.8,45.39,32.594971,2.19,36.47,28.126895,166.97,32.99,40.38,18.76,36.998473,29.15,18.14,24.766679,29.19,18.35,28.69,21.85,10.95,28.226437,14.54,54.73,74.54,23.987595,32.52,56.14,41.58,26.216712,31.34,16.078142,17.3,127.23,69.4,40,105.826912,9.647742,31.700016,43.4,34.58,15.27,23.23,17.095239,157.51,34.138024,28.75,33.5,17.37,42.22,46.71,35.59,44.2,5.18,89.15,36.33,48.180026,26.9,44.683569,89.72,32.55,33.04,41.75,7.574257,44.75,28.89,78.82,41.4,16.9,55,27.85,28.65,12.37,57.85,51.64,54.2,54.93,57.88,10.05,40.36,15.486193,45.6,22.15,73.7,44.9
3/31/17,46.1,28.829805,27.563845,24.4,30.334361,33.06,23.59,20.7,44.95,53.262682,16.65,14.52,33.08,36.05,37.31,32.175,82.36,78.27,15.65,27.43,29.4,34.39,44.04,30.25,37.68,13.6,27.8,38.011314,54.98,21.39,23.89,46.3,34.55,88.97,64.48,39.5,22.16,68.58,24.25,38.34246,30.54,45.75,31.53,22.09,23.188673,35,68.39,20.15,34.76,42.4,59.7,38.4,51.61,25.96,29.29,33.4,23.40863,22,13.26,335.37,27.45,26.87,20.05,18.181824,18.5,32.95,25.4,41.91,27.05,33.567013,14.35,14.87,27.25,15.5,11.95,8.3,93.81,39.32,16.93,18.08809,17.538761,14.5,31.560016,33.093191,48.966544,30.75,13.39,33.75,17.480009,24.51156,174.297465,27.95,27.07,19.17,14.1,27.47,15.730246,45.55,20.7,35.4,29.5,65,21.9,87.84,17.78,20.115674,23.85,43.12,33.530712,1.98,34.29,26.545066,154.73,32.5,37.07,18.02,36.656798,30.05,16.84,27.413347,28.175,17.35,30.15,22.35,11.25,27.68267,14.25,52.01,69.71,26.192338,31.66,53.66,41.8,25.525499,29.59,16.040576,18,120.24,66.45,38.55,103.6109,10.365138,28.966681,42.35,34.39,14.53,23.98,15.980953,148.39,32.529477,27.575,32.65,16.71,41.02,46.95,34.6,40.65,5.1,83.45,35.53,44.662944,25.8,45.693639,80.55,32.4,31.79,39.25,7.227723,42.25,27.69,75.31,42.95,16.95,51.5,25.9,28.12,11.8,55.83,49.09,49.3,50.04,55.66,10.5,38.11,15.235743,45.95,22.95,69.12,42
4/30/17,47.1,30.928335,27.848427,24.9,30.631757,33.69,23.34,21.7,48.025,52.841482,15.8,14.78,30.79,37.5,35.29,31.575,81.48,84.29,14.55,25.07,29.95,36.14,42.75,30.45,38.05,13.65,28.3,37.192338,55.95,20.61,23.89,50,36.71,94.39,71.09,37.99,21.73,70.7,22.2,38.853824,31.28,44.95,30.93,21.54,23.15879,36.25,62.59,18.55,35.01,42.25,59.9,38,54.27,26.57,30.04,32.8,24.80546,20.6,12.91,348.06,27.65,29.48,19.975,18.970704,18.35,33.5,24.43,39.87,27.2,32.346935,14.3,14.24,26.97,16.46,13,8.6,92.46,41.38,18.21,21.86018,18.128299,14.05,32.88,32.94689,48.627172,29.05,12.86,37.14,17.993342,26.145664,176.899361,26,25.45,18.31,14.28,27.81,14.362398,46.7,22.3,37.4,29.55,63.3,22.25,87,18.24,20.880503,22.15,45.66,32.78017,2.04,34.7,27.335981,155.41,31.57,38.18,18.38,41.049757,32,16.14,24.793346,27.65,16.8,30.79,21.45,12,28.671337,14.05,47.47,67.2,24.992958,33.48,52.99,44.94,25.367507,32.06,17.881298,19.05,119.75,64,36.55,103.837425,10.538303,27.800014,45.6,35.98,13.75,24.2,16.476191,138.45,33.643832,27.325,33.7,16.59,41.8,48.31,35.96,41,6.45,76.1,35.46,43.144204,22.4,46.944202,82.67,32.45,33.22,39.75,8.35,39.9,27.35,72.49,42.05,16.35,51.28,30.3,26.94,11.76,55.02,47.9,49.2,50.81,53.84,10.5,39.81,15.861869,47.2,23.3,70.86,40.03
5/31/17,43.35,28.230225,25.734386,23.85,29.392608,35.16,22.41,20.3,47.225,51.395999,15.7,14.68,28.87,35.85,33.16,29.975,77.73,80.53,13.8,24.03,28.39,31.03,40.2,28.7,35.5,13.5,26.05,36.231226,53.76,18.76,20.97,48.15,34.1,91.66,63.09,37.58,19.7,68.56,21.8,36.100326,30.25,41.5,27.95,20.3,22.202556,33.25,58.7,18.5,30,40.1,57.05,39.3,54.73,22.85,27.76,31.8,23.905489,21.6,12.28,331.4,25.05,27.78,19.125,18.782876,16.94,30.65,23.74,38.76,27.15,32.832982,13.55,13.2,25.13,16.32,11.65,8.85,92.1,39.69,17.11,22.049532,17.194864,15,31.05,31.464378,47.46361,26.6,12.54,34.8,16.960008,23.62023,173.696269,26.8,23.41,17.41,13.46,24.99,15.502271,46.2,20.35,33.15,25.8,60.45,21.8,82.15,17.47,20.643609,19.55,42.43,30.284861,2.65,34.63,26.792227,156.47,30.52,35.14,16.46,39.341384,29.7,15.39,25.933346,26.5,15.8,29.3,21.1,11.6,33.762971,14.27,44.2,62.64,24.190432,30.25,49.91,39.32,23.047008,30.39,17.107441,18.65,118.7,60.15,34,99.543285,10.266187,26.333347,43.8,34.68,13.84,22.56,16.409525,143.02,32.339544,25.375,34.2,15.93,40.88,45.55,33.37,36.2,6.12,73.4,34.88,41.615472,22.8,43.817795,75.81,29,30.41,36.75,9.4,38.25,25.77,70.03,39.95,15.95,50.89,27.55,26,11.28,51.31,45.72,47.8,48.72,51.14,9.95,37.16,16.188754,44.1,21.95,68.76,40.07
6/30/17,48.2,30.47865,25.734386,25.2,30.334361,37.39,24.26,21.5,48.3,54.09551,15.3,14.92,30.82,35.15,33.71,30.775,82.97,84.13,14.6,24.55,29.32,31.23,42.91,30.5,37.95,13.7,26.1,38.464796,55.77,20.42,23.97,46.9,35.68,93.91,65.87,40.88,20.88,73.24,22.55,39.188177,31.47,43.75,28.28,22.43,23.168751,33.3,62.19,18.1,35.54,40.8,63.3,39.95,58.58,23.08,31.26,31.37,25.639809,21,12.68,372.7,27.7,28.19,22.1,20.465821,17.42,29.8,25.96,39.39,28.6,33.963786,14.5,14.16,27.06,15.77,11.65,9.25,100.1,40.14,17.6,22.238884,18.668709,14.95,34.09,35.707094,51.875447,28.45,13.52,42.52,17.566675,26.2447,179.304144,27.675,24.9,18.65,13.78,26.21,16.438495,49,21.75,35.05,28.05,66.65,22.9,91.4,18.74,20.846661,20,45.88,30.6845,2.39,33.89,27.138252,161.95,33.11,36.95,17.15,39.82949,30.4,15.61,28.166681,27.12,17.25,32.88,22.85,11.55,35.641438,13.9,46.87,64.24,27.867942,32.13,53.47,43.73,25.061399,31.29,18.5124,21.3,124.87,62.8,36.9,102.153256,11.13201,27.453347,47.4,35.7,14.64,24.1,16.180953,143.53,34.70343,26.45,37.05,16.45,44.24,47.94,35.86,38.9,7.58,77.4,35.15,45.372355,24.55,45.501245,78.72,30.8,32.16,38.75,9.25,39.2,27.8,74.86,47.5,17.2,51.92,29.95,26.33,11.81,56.04,49.2,51.55,52.22,55.41,10.15,39.54,16.145927,45.35,23.65,76.44,43.91
7/31/17,45.8,28.430085,26.506824,23.95,29.343042,37.01,24.12,20.55,53.375,56.280619,15,14.98,27.89,37.15,34.42,33.325,83.67,85.07,14.85,27.4,29.24,32.81,42,30.05,37.45,14.05,27.35,39.283772,54.9,21.36,26.36,49.8,35.08,90.78,65.63,40.5,20.45,72.31,22.5,39.178343,30.93,43.2,29.85,21.54,22.989457,32.5,60.94,18.25,33.79,39.55,62.45,40.75,56.98,21.26,31.3,30.91,25.517938,20.95,13.03,368.02,25.6,28.53,21.625,20.428256,17.43,29.4,26.7,39.39,27.95,36.294828,13.75,13.7,26.94,15.25,12.85,8.9,100.33,40.44,16.92,22.597656,17.931787,15.1,35.83,34.058775,50.372514,28.65,13.25,40.52,17.580009,26.937957,174.346743,26.25,24.8,17.63,13.89,25.03,16.280432,46,21.2,35.4,32.95,71.35,22.65,91.8,18.04,20.068295,20.05,46,31.015909,2.54,34.42,26.693363,163.15,34.13,36.14,16.79,37.584201,29.15,16.1,28.560014,27.08,16.3,32.12,25,11.85,33.466371,15.95,43.15,64.1,27.88558,32.6,56.15,42.77,26.187088,31.27,16.694218,20.3,128.8,63.9,35.9,97.278028,10.315663,28.566681,45.95,35.9,14.6,23.37,16.800001,138.58,34.494852,27.275,36.85,16.89,43.48,49.1,37.88,35.85,7.75,78.35,36.9,47.280772,28.4,44.29878,78.71,31.3,31.96,41.5,9.4,34.5,27.76,69.66,43.85,18.5,52.78,30.5,26.65,11.88,54.72,50.38,54.45,51.93,53.94,9.95,38.23,16.145927,45.15,23,75.31,45.32
8/31/17,44.05,26.131695,26.262896,21.9,26.864745,35.75,23.89,18.55,50.4,53.698939,14.2,16.04,26.26,33.8,33.28,32.725,78.13,80.48,14.35,25.31,28.85,33.9,39,29.05,35.27,13.3,27.15,37.219411,51.46,20.69,24.16,46.85,33.13,84.2,63.33,40.39,20.21,68.25,22.8,36.552686,29,42.55,28.18,20.7,22.351968,30.9,58.95,17.55,31.99,38.2,62.2,41.3,55.37,21.31,30.94,32.1,24.130482,21.1,12.61,340.51,23.95,27.34,20.025,19.676941,17.21,27.2,26.13,36.15,26.75,34.400236,13.7,12.69,26.03,15.86,12,8.45,97.05,39.27,16.75,24.929674,17.145736,15.75,32.54,32.390948,48.287799,26.7,12.59,40.38,17.446675,25.898072,181.354122,25.25,23.31,16.14,13.4,23.67,15.924792,43.95,20.4,35.95,31.8,69.3,22,90.89,17.21,19.797559,18.45,43.46,29.622045,2.38,32.88,29.263835,147.86,32.18,32.83,16.11,38.462792,29.85,15.43,29.360015,24.96,16.35,30.74,24.45,11.45,32.527138,14.85,42.96,59.75,26.792027,31.06,53.8,41.55,24.538052,30.47,16.074383,19.75,125.41,62.2,35.4,95.130958,10.093022,28.606681,43.7,35.58,14.11,22.87,15.72381,128.34,32.448799,26.1,35.35,16.49,42.12,46.67,35.94,34.8,7.85,74.25,35.58,46.051791,28.2,41.749556,75.92,30.7,29.62,39.5,9.25,33.55,26.11,67.12,43.15,17.35,51.25,29.15,26.41,11.19,51.55,48.23,51.25,46.68,51.07,9.95,37.98,15.11807,44.7,21.95,72.81,43.66
9/30/17,48,27.68061,28.767622,24.25,29.590872,35,25.34,20.75,56.75,59.700127,13.95,15.89,31.36,38.75,35.57,34.25,83.36,89.08,15.5,27.15,31.36,36.94,43.64,32.05,40.2,13.4,29.75,39.101026,55.25,24.01,27.32,55,37.87,94.92,71.91,47.1,22.34,76.26,24.6,41.410644,32.18,46.5,32.62,24.17,24.463651,33.95,64.48,18.4,36.31,42.35,67.05,43.2,59.78,22.75,34.41,35.11,27.289756,20.45,14.13,373.89,26.15,29.72,22.6,20.240427,19.15,28.8,27.98,38.67,30.45,38.090227,15.05,14.03,30.31,17.1,13.3,9.25,104.46,42.93,16.99,25.736911,18.423068,16.5,38.03,37.147495,53.960161,30.95,13.96,41.82,19.446676,29.215799,187.52377,27,25.22,17.71,14.23,26,16.359464,48.45,22.65,40.1,32.3,74.65,24.1,95.51,18.82,19.12072,20.95,48.72,34.018077,2.17,33.76,29.066106,161.04,35.69,36.72,17.35,43.880774,34.95,17.27,30.52,27.49,18.3,32.4,24.9,13.45,35.987472,16.79,48.05,65.73,31.413167,33.59,60.35,47.8,26.335205,33.74,18.347111,20.9,134.77,66.95,37.75,106.358755,11.453601,30.980015,45.5,38.89,15.23,23.89,16.342858,128.04,36.113815,28.95,36.35,16.65,46.06,50.8,39.58,38,8.27,85.8,40.75,46.901087,32.25,45.789836,86.14,33.5,33.12,44.5,9.5,37.15,28.54,74.49,48.4,19.8,53.59,32,26.96,12.05,59.54,53.08,57.25,52.55,55.15,10.9,41.02,16.702683,48.75,24.4,78.31,47.18
10/31/17,47.9,27.88047,29.563233,25.3,29.541306,34.55,27.39,21.05,54.65,55.842221,14.05,15.84,30.23,38.3,34.85,33.875,81.61,86.47,15.4,26.46,31.12,36.6,43.17,31.6,41.8,13.85,29.1,39.364993,55.29,24.66,28.75,58,38.01,98.5,70.49,47.24,22.57,78.57,26.85,42.787393,31.12,48.3,27.34,23.86,24.334161,35.5,66.53,19.9,36.1,43.6,66.65,43.55,59.84,22.23,36.7,36,28.002234,22.35,14.56,405,27.3,29.98,22.825,20.045085,18.77,32.8,28.9,37.68,31.55,38.288614,14.5,13.49,31.21,16.92,12.9,9.25,97.4,43,16.33,27.047425,17.882658,17.5,35.98,37.344251,52.117856,30.75,13.8,42.84,18.346676,30.206165,191.88983,29.05,22.48,18.45,15.38,23.56,15.845761,48.75,22.5,40.6,37.7,72.1,23.2,100.61,18.25,20.542083,20.4,48.28,35.187753,2.19,35.21,29.115538,166.77,32.82,38.14,17.06,43.246236,32.5,16.87,29.87,27.75,18.2,32.38,25.5,13.7,35.196538,16.98,46.62,65.78,30.063865,33.12,61.73,45.34,26.858552,34.69,17.809921,21.65,136.79,66.2,40.4,108.131565,11.725717,32.280016,47.75,39.32,15.48,24.79,16.733334,130.01,35.170248,28.85,38.55,16.46,46.85,51.31,40.89,37.75,8.41,86.05,41.42,49.19918,31,45.693639,87.12,33.5,32.94,45.875,9.4,35.95,27.42,73.53,49.2,19.75,54.38,29.3,26.36,11.5,58.23,55.8,55.5,54.99,56.14,10.55,40.4,16.445719,49.7,24.45,81.29,46.46
11/30/17,49.6,28.9797,30.819461,25.5,29.789136,35.36,28.17,22.55,56.8,56.10526,14.6,16.49,28.5,38.55,37.23,35.225,84.88,89,16.1,27.96,31.83,35.29,45.69,33.25,43.39,13.7,29.95,40.238791,55.38,25.28,28.48,60,40.7,98.41,71.22,48.75,22.66,83.31,27.15,45.334378,32.2,49.75,27.1,24.59,25.539414,35.95,70.6,21.8,37.36,45.25,66.15,44.55,61.54,23.37,37.9,35.46,28.124105,24.1,15.1,426.49,28.35,28.28,23.725,21.029308,19.39,33.05,30.51,40.02,30.15,39.945142,15.15,14.19,30.98,17.9,14.6,9.45,95.54,43.8,17.07,28.402787,18.697766,17.6,37.61,39.400349,52.408746,31.75,14.4,42.8,18.333343,32.339092,224.906313,30.5,23.8,18.72,16.23,24.87,15.924792,51.35,22.4,41.25,39.85,72.7,23.45,104.52,18.98,20.609766,21,50.68,36.17223,2.72,36.37,33.119543,168.95,33.93,38.84,17.74,45.198662,37.45,16.93,30.23,27.75,18.25,28.67,25.3,13.45,39.250072,18.15,48.22,70.04,30.989857,33.86,62.6,49.03,26.996795,35.23,17.272731,21.7,140.56,68.65,39.6,110.662744,11.750455,33.15335,45.4,42.56,16.59,26.03,16.609525,137.28,35.975765,28.95,42.9,17.42,49.63,51.45,41.76,39.8,9.67,90.35,42.03,49.379031,33.25,47.883934,88.56,33.5,33.94,46.75,9.8,37.55,28.74,75.16,50.7,20.75,55.15,28.1,27.82,11.9,61.83,58.18,56.85,57.37,56.47,10.7,42.07,16.188754,50.6,26.75,83.85,49.55
12/31/17,48.2,29.529315,28.432628,25.4,27.608234,39.34,29.52,20.65,51.15,53.698939,14.5,15.34,27.01,36.6,40.72,34,85.7,92.32,15.7,26.56,29.94,34.34,42.13,31.45,42.17,14.55,30.35,39.684459,53.75,22.94,26.24,58,41.98,94.65,67.47,48.1,22,86.81,25.75,42.718555,29.83,47.1,25.99,23.56,23.905848,35,76.92,20.95,34.05,45.15,57.9,41.9,60.83,22.12,35.31,36.75,26.933518,22.6,14.32,403,26.35,27.5,22.525,20.661161,19.99,31.1,30.34,39.06,28.5,38.229098,14.75,13.82,27.23,16.3,13.85,8.45,86.64,42.06,16.03,27.191931,17.615263,17.45,35.33,38.751055,50.081623,30.35,14.56,43.22,18.533343,30.600431,204.0123,28.95,23.25,18.25,15.32,25.33,16.398979,49.5,22.35,39.7,38.15,69.85,24.1,106.94,20.17,20.609766,20.45,48.49,34.4762,3.56,33.53,34.16182,170.99,32.43,36.8,17.08,44.368881,33.85,16.73,33,26.25,17.45,29.75,25.25,13.65,39.942139,19.52,48.45,70.07,29.771954,32.62,58.78,46.58,26.77498,35.02,16.983474,23.05,144.29,66.3,40,102.429026,13.086296,31.053349,42.85,38.02,17.28,25.21,17.609525,137.26,33.471374,28.55,41.25,16.7,47.94,49.45,39.81,37.7,9.88,88.9,37.86,49.678782,31.5,45.052622,81.35,30.75,31.86,46,11,34.75,28.14,71.92,52.95,19.75,53.58,28.05,27.59,11.22,59.55,56.62,53.25,56.16,60.67,10.9,40.65,14.604141,47.85,25.15,82.37,50.83
1/31/18,53.55,30.228825,27.46952,24.75,27.955196,37.6,32,19.7,55.75,52.939049,15.15,15.88,28.03,37.95,41.04,34.35,83.67,96.69,16,27.38,30.98,33.4,42.46,33.55,43.74,14.35,30.85,41.581979,53.3,24.53,26.93,54.75,45.9,106.41,68.8,44.67,22.13,95.22,29.15,42.364534,29.57,47.3,30.65,23.4,23.706633,34.3,79.8,20.2,33.55,48.65,63,42.75,65.91,24.47,36.4,37.63,25.949174,21.85,14.47,425.41,28.5,28.16,23.225,21.735542,19.86,31.15,33.1,42.48,28.1,38.189421,14.6,14.35,28.15,16.95,13.9,8.85,89.55,43.16,16.39,28.57719,17.910491,17.35,34.69,38.583812,49.208952,31.5,16.18,42.86,20.30001,30.600431,213.955518,29.45,24.01,19.04,16.01,26.19,16.557042,53.7,23.05,41.5,37.45,71.35,25.25,115.67,21.4,20.325493,19.5,48.07,34.00833,4.31,33.08,32.773531,190.78,33.24,36.91,16.78,42.562887,33.45,16.85,31.41,26.45,17.3,29.34,25.15,14.7,40.634205,20.12,49.95,75.8,30.557724,35.61,64.42,45.43,26.119752,35.52,16.652896,24.55,158.02,63.3,40.75,103.433619,11.898882,28.580014,43.85,38.54,19.23,25.79,17.190477,154,34.117348,29.425,43.55,18.22,50.39,52.29,40.36,35.95,10.57,94.8,36.98,55.144247,38.5,45.996393,82.37,30.55,31.79,43,11.05,36.8,31.68,76.18,54.05,20.55,57.14,28,28.51,12.57,59.37,58.66,53.8,56.62,65.78,10.85,41.01,14.646968,51.1,25.6,85.9,54.03
2/28/18,53.15,27.9804,27.008903,24.7,26.319519,36.08,32.1,19.95,53.25,53.854814,15.3,16.03,27.1,36.75,40.22,33.075,82.01,94.45,15.85,26.02,29.65,31.3,42.22,31.5,41.06,14.25,29.3,41.056075,53.31,24,26.88,46.35,43.49,103.99,67.37,42.72,22.53,97.22,28.8,41.086124,27.87,43.5,29.34,23,22.302164,33.2,78.83,19.8,31.19,46.85,61.05,43.1,65.55,24.05,34.63,37.32,25.452315,21.15,13.97,407.1,27.2,26.7,23,20.719012,19.05,30.7,33.05,40.86,27.25,33.864593,13.5,14.02,26.96,16,13.85,8.45,92.8,41.33,15.38,27.057391,17.812082,17.25,33.13,38.269003,46.930311,30.55,15.7,41.5,18.866676,29.557234,197.458671,28.7,22.99,18.06,15.78,24.31,15.964307,51.7,22.85,38.65,37.85,69.4,24.35,115.5,21.13,20.538698,18.5,45.31,32.263563,4.54,31.82,31.732315,189.84,32.59,34.8,15.52,38.902088,33.25,16.41,29.52,25.88,17,25.1,24.7,13.75,38.706305,21.42,49.89,75,27.016908,34.49,62.33,41.17,24.700093,32.98,17.148764,24.4,157.66,64.55,42.05,99.494041,11.478339,27.073347,43.6,37.25,19.41,26.22,17.657144,146.19,33.193109,28.45,42.15,17.02,49.3,49.32,39.46,35.1,10.57,90.2,37.35,54.304944,40.95,42.618688,76.74,28.55,31.24,42.5,10.2,35.5,30.91,73,51.3,20.65,54.36,27.4,27.76,12.47,57.29,58.46,51.85,54.58,58.41,9.95,41.21,14.732623,47.7,24.3,84.51,54.97
3/31/18,52.9,29.229525,28.432628,24.85,27.261273,38.26,29.99,19.3,53.1,54.0594,15.65,16.98,27.72,37.95,39.98,34.475,83.1,98.99,16.2,26.64,29.72,32.28,44.5,31.8,39.98,16.2,30.65,42.576933,53.56,24.75,29.09,52.6,41.98,106.07,68.56,46.47,22.86,95.93,28.8,41.253301,28.46,45.2,29.15,22.64,22.999418,33.55,71.93,20.75,35.29,46.9,59.85,45.25,62.54,25.16,35.65,39.5,28.447289,22.9,14.13,413.24,29.35,26.96,23.15,21.479343,18.83,29.6,31.75,39.09,27.45,36.155958,13.85,13.45,27.98,16.89,14.4,8.7,92.61,41.7,15.84,26.658756,17.467649,19.2,33.35,37.757438,48.433245,30.75,15.1,43.17,20.006677,30.401727,203.372263,28.65,22.81,18.19,16.48,23.46,16.161886,51.7,22.9,38.9,37,71.55,25.85,109.97,19.55,20.609766,19,46.23,32.409773,4.65,33.29,31.732315,184.36,33.25,35.48,15.61,43.978396,34.55,16.56,30.09,26.75,16.9,26.38,24.15,13.9,41.375706,22.01,48.27,72.63,29.801057,35.45,64.2,45.65,25.404959,33.39,17.190086,24.85,151.24,64.2,40.2,102.192652,13.135772,28.206681,44.85,38.3,18.58,26.47,17.52381,141.95,34.524808,28.45,44.5,18.86,49.94,50.62,39.94,35.1,10.8,89.9,37.22,52.04,41.2,41.327213,75.76,28.6,31.16,42.25,10.75,35.25,31.65,72.39,50.8,22,50.5,27.7,27.67,12.46,58.08,58.11,53.75,55.4,52.41,10.65,42.3,15.249048,47.9,25.6,86.05,52.73
4/30/18,51.7,29.979,29.646982,26.45,27.65,40.3,29.92,19.2,57.15,55.920158,15.5,16.93,29.22,37.95,39.61,36.275,84.21,100.68,16.6,27.86,29.65,31.58,44.31,33.05,40.01,16.1,31.9,45.142494,56.25,22.38,28.36,57.9,41.49,114.45,71.58,47.2,22.94,94.58,26.4,39.542198,29.08,48,28.82,22.15,24.05526,32.9,71.25,19.6,36.18,50.85,58.7,45.3,66.62,25.99,38.15,39.36,29.571838,23.05,15.14,432.29,30.95,25.91,24.775,21.438021,18.3,31.1,33.17,35.64,26.5,36.75,14.75,13,27.72,16.07,14.05,8.3,92.87,43.08,16.25,28.691797,16.63117,19.35,33.75,36.429336,51.245185,27.6,14.91,43.35,19.173343,29.507558,201.397775,25.5,23.24,17.29,16.49,22.42,17.347354,48.85,23.9,39.8,34.2,72.3,25.45,108.78,19.92,20.467629,18.7,47.52,34.407969,4.08,32.27,36.045926,182.27,35.18,36.54,15.84,44.759366,35.2,16.6,29.61,26.98,17.2,26.3,26.35,14.3,45.033773,21.35,46.8,71.77,29.830159,35.86,63.74,46.9,25.931126,33.04,19.380169,27.95,145.61,64.05,39.75,106.250417,11.626766,29.000015,45.25,42.17,18.7,27.63,18.000001,127.15,34.614251,30.2,45.85,18.09,52.27,52,42.68,37.45,10.35,98.65,37.37,52.8,38.85,42.469672,77.7,29.9,31.31,42.75,11.1,33.95,31.93,76.58,51,22,50.45,28.75,28.72,12.55,55.81,58.98,55.4,60.19,51.96,10.8,43.8,15.116831,50.1,24.35,89.45,54.75
